level,m/C,MD/C
1.7,33.040000000000006,-0.013913209869030396
1.7,33.91,-0.013913209869030396
1.7,34.78,-0.013913209869030396
1.7,35.65,-0.013913209869030396
1.7,36.52,-0.013913209869030396
1.7,37.39,-0.013913209869030396
1.7,38.26,-0.013913209869030396
1.7,39.13000000000001,-0.013913209869030396
1.7,40.0,-0.013913209869030396
1.7,40.870000000000005,-0.013913209869030396
1.7,41.74000000000001,-0.013913209869030396
1.7,42.61,-0.013913207550631117
1.7,43.48,-0.013913190113838302
1.7,44.35,-0.013913095883642933
1.7,45.22,-0.013912697639318985
1.7,46.09,-0.013911352862440343
1.7,46.96000000000001,-0.013907684265814287
1.7,47.83,-0.013899404021606773
1.7,48.7,-0.013883387111381653
1.7,49.57,-0.013855519609925423
1.7,50.43000000000001,-0.013809536245042298
1.7,51.3,-0.013734755451663683
1.7,51.57055501278748,-0.0137
1.7,52.17,-0.013632645815179853
1.7,53.04,-0.013493985199360785
1.7,53.91,-0.01330213764849146
1.7,53.918406339746966,-0.0133
1.7,54.78,-0.01300193156352277
1.7,55.29763520416996,-0.0128
1.7,55.65,-0.012648931033172193
1.7,56.168485668807605,-0.0124
1.7,56.52,-0.012087710153025148
1.7,56.60111606567594,-0.012
1.7,56.701681034579636,-0.0115
1.7,56.57486141502128,-0.0111
1.7,56.52,-0.011026532587722338
1.7,56.238511867579426,-0.010700000000000001
1.7,55.82584866965876,-0.0102
1.7,55.650000000000006,-0.010032755887375337
1.7,55.41333955781287,-0.0098
1.7,55.056266338921404,-0.0093
1.7,54.78,-0.008903563787075481
1.7,54.777722457405766,-0.0089
1.7,54.53681940495733,-0.0085
1.7,54.25912045747536,-0.008
1.7,53.91,-0.007625188836000265
1.7,53.88503994017307,-0.0076
1.7,53.39580332036476,-0.0072
1.7,53.04,-0.006845097390977025
1.7,52.89316093785752,-0.0067
1.7,52.41973763447545,-0.0063
1.7,52.17,-0.006089309365857071
1.7,51.95321323729605,-0.0059
1.7,51.436884958436885,-0.0054
1.7,51.3,-0.005308009676925006
1.7,50.85007917614891,-0.005
1.7,50.43000000000001,-0.004734271823414693
1.7,50.21851628803242,-0.0046
1.7,49.58793329077483,-0.0041
1.7,49.57,-0.004086618405243304
1.7,49.00179868332944,-0.0037
1.7,48.7,-0.0034170179445104686
1.7,48.56306975022628,-0.0033000000000000004
1.7,48.35448318748114,-0.0028
1.7,48.40718358547508,-0.0024
1.7,48.699231355495435,-0.002
1.7,48.7,-0.001999086688232461
1.7,49.17117042152047,-0.0015
1.7,49.57,-0.0011874156434758952
1.7,49.676581191415096,-0.0011
1.7,50.17256693621549,-0.0006999999999999999
1.7,50.43000000000001,-0.00047061498423846076
1.7,50.723854279069435,-0.0002
1.7,51.3,0.00016087435750577418
1.7,51.35581900371501,0.0002
1.7,51.89160236616244,0.0007
1.7,52.17,0.0010055378108549103
1.7,52.245329577641364,0.0010999999999999998
1.7,52.3679426916505,0.0015
1.7,52.40864295912726,0.002
1.7,52.578817177112,0.0024
1.7,53.04,0.0027253003209592045
1.7,53.18774092849461,0.0028
1.7,53.91,0.003046801930510466
1.7,54.78,0.0032272514599509514
1.7,55.373663822096105,0.0033
1.7,55.65,0.00332314548486091
1.7,56.52,0.003365991683497817
1.7,57.39000000000001,0.003388389306393968
1.7,58.25999999999999,0.0033995639811982854
1.7,59.13,0.0034049627040324995
1.7,60.0,0.0034074877487150317
1.7,60.870000000000005,0.0034086451437567943
1.7,61.74000000000001,0.0034092142496498223
1.7,62.61,0.0034095678631708226
1.7,63.47999999999999,0.0034098569921499878
1.7,64.35,0.003410127756537513
1.7,65.22,0.003410387587905042
1.7,66.09,0.003410628990111129
1.7,66.96,0.0034108374516987863
1.7,67.82999999999998,0.003410998409862948
1.7,68.7,0.0034111057458302554
1.7,69.57,0.003411165846780366
1.7,70.43,0.003411193511999342
1.7,71.3,0.003411203822328993
1.7,72.17,0.0034112068991605654
1.7,73.04,0.003411207627727797
1.7,73.91,0.0034112077625681764
1.7,74.78,0.0034112077804971186
1.7,75.65,0.0034112077804971186
1.7,76.52,0.0034112077804971186
1.7,77.39,0.0034112077804971186
1.7,78.26,0.0034112077804971186
1.7,79.13,0.0034112077804971186
1.8,58.387977756051484,-0.015
1.8,58.26,-0.014863611934735331
1.8,57.94322813690283,-0.014599999999999998
1.8,57.623486943002334,-0.014100000000000001
1.8,57.90391255183656,-0.0137
1.8,58.25999999999999,-0.013466517217387631
1.8,58.42356761815455,-0.0133
1.8,58.788599274725925,-0.0128
1.8,58.977659045863206,-0.0124
1.8,59.03404203163268,-0.012
1.8,58.99633373391357,-0.011500000000000002
1.8,58.86061274017652,-0.0111
1.8,58.605666165947625,-0.0107
1.8,58.260000000000005,-0.010227502247116774
1.8,58.238439684018935,-0.0102
1.8,57.798177002656814,-0.0098
1.8,57.39,-0.009337192127261286
1.8,57.355832227160484,-0.0093
1.8,56.92227758961318,-0.0089
1.8,56.539614322589685,-0.0085
1.8,56.52,-0.008473771169931631
1.8,56.18347239264264,-0.008
1.8,55.8012344237366,-0.0076
1.8,55.65,-0.007464785176441426
1.8,55.34768266222166,-0.0072
1.8,54.83393803260056,-0.0067
1.8,54.78,-0.006660287848803614
1.8,54.300290252982506,-0.0063
1.8,53.91,-0.006012652608838175
1.8,53.76205241904478,-0.0059
1.8,53.20056364953172,-0.0054
1.8,53.04,-0.005293750879391151
1.8,52.59811381705383,-0.005
1.8,52.17,-0.004722679617756634
1.8,51.97878252525503,-0.0046
1.8,51.406304085842166,-0.0041
1.8,51.3,-0.003998636526674765
1.8,50.970834999846616,-0.0036999999999999997
1.8,50.76362605376425,-0.0033
1.8,50.87135591302908,-0.0028
1.8,51.27087999107106,-0.0024
1.8,51.3,-0.002376717668167914
1.8,51.76708924005369,-0.002
1.8,52.17,-0.0015410775232924166
1.8,52.205185981773994,-0.0015
1.8,52.58122821763274,-0.0011
1.8,52.95769910328992,-0.0007
1.8,53.03999999999999,-0.0006096240751077602
1.8,53.388641649994206,-0.0002
1.8,53.86539589787975,0.0002
1.8,53.91,0.0002468396495518966
1.8,54.3535129084773,0.0007
1.8,54.78,0.0010936295419643268
1.8,54.788081111323706,0.0011
1.8,55.22119656275061,0.0015
1.8,55.65,0.001885911389758311
1.8,55.84731952510517,0.002
1.8,56.52,0.002197574392196023
1.8,57.39,0.0023364363685581817
1.8,58.13918974813432,0.0024
1.8,58.26,0.0024078821596781983
1.8,59.129999999999995,0.0024421326529714084
1.8,60.0,0.002460799686401298
1.8,60.87,0.002470928867675005
1.8,61.74,0.0024770161422775455
1.8,62.61,0.0024814996725348827
1.8,63.480000000000004,0.0024854295857789804
1.8,64.35,0.002489137727791875
1.8,65.22,0.0024926565139065434
1.8,66.09,0.0024958813289110266
1.8,66.96,0.0024986328798727495
1.8,67.82999999999998,0.0025007375393764474
1.8,68.7,0.002502131767678771
1.8,69.57,0.0025029092687368867
1.8,70.43,0.0025032664049741697
1.8,71.29999999999998,0.0025033993815081644
1.8,72.17,0.0025034390520247934
1.8,73.04,0.002503448444811348
1.8,73.91,0.0025034501831558953
1.8,74.78,0.0025034504142926245
1.8,75.65,0.0025034504142926245
1.8,76.52,0.0025034504142926245
1.8,77.39,0.0025034504142926245
1.8,78.26,0.0025034504142926245
1.8,79.13,0.0025034504142926245
1.9,62.89455593160795,-0.015
1.9,62.61,-0.014644175528159685
1.9,62.573411105308956,-0.0146
1.9,62.1430332890433,-0.0141
1.9,61.839074933063316,-0.0137
1.9,61.74000000000001,-0.013471147472455381
1.9,61.67372532557488,-0.013300000000000001
1.9,61.53950872145032,-0.0128
1.9,61.36966636733772,-0.012399999999999998
1.9,61.18231842480826,-0.012
1.9,61.010212542177875,-0.0115
1.9,60.87,-0.011163008256627402
1.9,60.846939572925976,-0.0111
1.9,60.65103038040198,-0.010699999999999998
1.9,60.338309810864025,-0.0102
1.9,60.0,-0.00989248021155312
1.9,59.90420245789276,-0.0098
1.9,59.445160698415265,-0.0093
1.9,59.13000000000001,-0.009034060654605571
1.9,58.98131246925871,-0.0089
1.9,58.53060486166284,-0.0085
1.9,58.260000000000005,-0.008203873569999066
1.9,58.084424120760495,-0.008
1.9,57.655489757767924,-0.007599999999999999
1.9,57.39,-0.007357024587847618
1.9,57.220724524278296,-0.0072
1.9,56.75658849262034,-0.0067
1.9,56.52,-0.006514164836089929
1.9,56.24076008784124,-0.0063
1.9,55.66782859206414,-0.0059
1.9,55.65,-0.005885545168403501
1.9,55.08284086233448,-0.0054
1.9,54.78,-0.005207591585153855
1.9,54.47191164272028,-0.005000000000000001
1.9,53.91,-0.004614332286135997
1.9,53.889356986231505,-0.0046
1.9,53.43301865967189,-0.0041
1.9,53.18158365686858,-0.0037
1.9,53.236118290013664,-0.0033
1.9,53.593859584789215,-0.0027999999999999995
1.9,53.91,-0.0025592181152771162
1.9,54.121870951072694,-0.0024
1.9,54.67731856170988,-0.002
1.9,54.78000000000001,-0.0018895540875243943
1.9,55.18923925372183,-0.0015
1.9,55.58038736035209,-0.0011
1.9,55.650000000000006,-0.000989216726151717
1.9,55.874580932346866,-0.0007000000000000001
1.9,56.173262587156735,-0.00019999999999999998
1.9,56.52000000000001,0.00013511373844379363
1.9,56.59680102454031,0.0002
1.9,57.26185629352449,0.0007
1.9,57.39,0.000761115611089327
1.9,58.26,0.0010758763478641838
1.9,58.35263527213392,0.0011
1.9,59.13000000000001,0.0012412248009738235
1.9,60.0,0.0013358955437280146
1.9,60.87,0.001393838202669559
1.9,61.74,0.0014332880388053077
1.9,62.61,0.0014641703134074759
1.9,63.48,0.0014908193832612192
1.9,63.80719303642152,0.0015
1.9,64.35,0.0015162537522185582
1.9,65.22,0.0015401877417711006
1.9,66.09,0.0015613239130434589
1.9,66.96,0.0015788268285274324
1.9,67.83,0.0015919167790729182
1.9,68.7,0.0016004549705815798
1.9,69.57,0.001605171944118076
1.9,70.43,0.0016073281823283843
1.9,71.3,0.0016081293716743077
1.9,72.17,0.0016083682159106997
1.9,73.04,0.0016084247554635934
1.9,73.91,0.001608435218881889
1.9,74.78,0.001608436610125305
1.9,75.65,0.001608436610125305
1.9,76.52,0.001608436610125305
1.9,77.38999999999999,0.001608436610125305
1.9,78.26,0.001608436610125305
1.9,79.13,0.001608436610125305
2.0,66.6348868300623,-0.015
2.0,66.43956969982167,-0.014600000000000002
2.0,66.09,-0.014134684100298913
2.0,66.06337806993191,-0.014100000000000001
2.0,65.66742933457965,-0.0137
2.0,65.35671798262821,-0.0133
2.0,65.22,-0.013027981129314423
2.0,65.11484948990491,-0.0128
2.0,64.80835492788852,-0.012400000000000001
2.0,64.39099621362074,-0.012
2.0,64.35,-0.011957158099776287
2.0,63.90592286485207,-0.0115
2.0,63.516788948552644,-0.0111
2.0,63.47999999999999,-0.011054857895453872
2.0,63.212068741674116,-0.0107
2.0,62.892679651841675,-0.0102
2.0,62.61,-0.009923802480127895
2.0,62.47934019220063,-0.0098
2.0,61.93532800100278,-0.0093
2.0,61.74,-0.009169297288365552
2.0,61.339721513289334,-0.008900000000000002
2.0,60.87,-0.008582740557677966
2.0,60.75728132404913,-0.0085
2.0,60.220399139025844,-0.008
2.0,60.0,-0.00783077635653118
2.0,59.723972816233854,-0.007599999999999999
2.0,59.27561044628385,-0.0072
2.0,59.13,-0.007016143246294744
2.0,58.89355506059115,-0.006700000000000001
2.0,58.55101537942657,-0.0063
2.0,58.26,-0.00596573830438708
2.0,58.197538637150465,-0.0059
2.0,57.7489256485229,-0.0054
2.0,57.39,-0.005188627180546062
2.0,57.07158548018339,-0.004999999999999999
2.0,56.519999999999996,-0.004727216436549679
2.0,56.30697173420624,-0.0046
2.0,55.761949271401136,-0.0041
2.0,55.64999999999999,-0.0038937841484495087
2.0,55.56167460523277,-0.0037000000000000006
2.0,55.650000000000006,-0.0034641510599571334
2.0,55.7166282017368,-0.0033
2.0,56.181958598185446,-0.0027999999999999995
2.0,56.52,-0.002598922985362977
2.0,56.924482297115624,-0.0024
2.0,57.39,-0.002207076446486535
2.0,58.02415267494755,-0.002
2.0,58.26,-0.0019069294036224824
2.0,59.13,-0.0016159949419658301
2.0,59.498566379347196,-0.0015
2.0,60.0,-0.0013630384071329944
2.0,60.87,-0.0011550170200970054
2.0,61.13558830600104,-0.0011
2.0,61.74000000000001,-0.0009339832109620358
2.0,62.61,-0.0007663038207855687
2.0,63.13814718125488,-0.0007
2.0,63.48,-0.0006037787400785177
2.0,64.35,-0.0004496700390499501
2.0,65.22,-0.00035203220395048514
2.0,66.09,-0.00028206458195210906
2.0,66.96,-0.00022707624896874584
2.0,67.51919694901753,-0.00019999999999999998
2.0,67.83,-0.0001695960117756651
2.0,68.7,-0.00010868923018625575
2.0,69.57,-7.130699967533706e-05
2.0,70.43,-5.318425559551838e-05
2.0,71.3,-4.627143064915389e-05
2.0,72.17000000000002,-4.41916337013585e-05
2.0,73.04000000000002,-4.3698131564840986e-05
2.0,73.91,-4.36067913745762e-05
2.0,74.78,-4.359464646587758e-05
2.0,75.65,-4.359464646587758e-05
2.0,76.52,-4.359464646587758e-05
2.0,77.39,-4.359464646587758e-05
2.0,78.26,-4.359464646587758e-05
2.0,79.13,-4.359464646587758e-05
2.1,70.37590890204058,-0.015
2.1,70.43,-0.014707879860925751
2.1,70.4498022555579,-0.0146
2.1,70.43,-0.014498740604643822
2.1,70.34663029308705,-0.0141
2.1,69.85385282793844,-0.0137
2.1,69.57,-0.013545515686296378
2.1,69.1610406606905,-0.0133
2.1,68.7,-0.01293017965263129
2.1,68.54274111228527,-0.0128
2.1,67.97537767246831,-0.0124
2.1,67.83,-0.012308724036890286
2.1,67.33970839106111,-0.012
2.1,66.96,-0.01173527486682055
2.1,66.66035681640365,-0.0115
2.1,66.09,-0.011107990599645406
2.1,66.0792101482657,-0.0111
2.1,65.62184694279176,-0.0107
2.1,65.22283036214984,-0.0102
2.1,65.22,-0.010197259678162766
2.1,64.80294566952989,-0.0098
2.1,64.36805414080531,-0.0093
2.1,64.35,-0.009281995904541717
2.1,63.91677129614462,-0.008900000000000002
2.1,63.48634849720322,-0.0085
2.1,63.48,-0.0084907804402551
2.1,63.09111251137571,-0.008
2.1,62.736583392220716,-0.0076
2.1,62.61,-0.007453384339053763
2.1,62.37976708698429,-0.0072
2.1,61.95914720211066,-0.0067
2.1,61.74000000000001,-0.0064947446034200815
2.1,61.561599429694155,-0.0063
2.1,61.28809518067844,-0.0059
2.1,61.11372126873083,-0.0054
2.1,60.9333400448455,-0.005
2.1,60.86999999999999,-0.004909705034637009
2.1,60.59042758088424,-0.0046
2.1,60.08291462298379,-0.0041
2.1,60.0,-0.004020767299288976
2.1,59.517506116334545,-0.0037
2.1,59.4520809318281,-0.0033
2.1,59.95296931396773,-0.0028
2.1,60.00000000000001,-0.0027804324415850257
2.1,60.781298479970694,-0.0024
2.1,60.87,-0.002370977801227617
2.1,61.74000000000001,-0.0020899178694812606
2.1,62.061508155616536,-0.002
2.1,62.61,-0.0018549754873863102
2.1,63.480000000000004,-0.0016865001620590503
2.1,64.35,-0.0015804172089567549
2.1,65.22,-0.0015210260757739912
2.1,65.80310227208531,-0.0015
2.1,66.09,-0.0014917030635902225
2.1,66.96,-0.0014782530103616318
2.1,67.83,-0.0014713485543777674
2.1,68.7,-0.0014680654876070523
2.1,69.57,-0.001466693005387816
2.1,70.43,-0.0014662052718616135
2.1,71.3,-0.001466059676218371
2.1,72.17,-0.0014660238258353173
2.1,73.04,-0.0014660167034041957
2.1,73.91,-0.001466015682323191
2.1,74.78,-0.0014660155802463054
2.1,75.65,-0.0014660155802463054
2.1,76.52,-0.0014660155802463054
2.1,77.39,-0.0014660155802463054
2.1,78.26,-0.0014660155802463054
2.1,79.12999999999998,-0.0014660155802463054
2.2,73.38958353553971,-0.015
2.2,73.52723042668728,-0.0146
2.2,73.59020574966412,-0.014100000000000001
2.2,73.33027877254165,-0.0137
2.2,73.04,-0.013540455593761588
2.2,72.46795799195506,-0.0133
2.2,72.17,-0.01317859797809397
2.2,71.30416804269474,-0.0128
2.2,71.3,-0.012798042924999458
2.2,70.64051394128373,-0.0124
2.2,70.43,-0.012214401720647309
2.2,70.19742823176942,-0.012
2.2,69.75896399353341,-0.0115
2.2,69.57,-0.011333115792680702
2.2,69.20065765460096,-0.0111
2.2,68.7,-0.01082603138799542
2.2,68.47693362796119,-0.010699999999999998
2.2,67.83,-0.010314696035895656
2.2,67.71071242230848,-0.0102
2.2,67.0814028618816,-0.0098
2.2,66.96,-0.009704417340261434
2.2,66.60939692174459,-0.0093
2.2,66.31884725412911,-0.0089
2.2,66.24587523358781,-0.0085
2.2,66.3214028826487,-0.008
2.2,66.3496246514465,-0.007600000000000001
2.2,66.22042822670795,-0.0072
2.2,66.09,-0.0069029858475259005
2.2,65.99624159140274,-0.006700000000000001
2.2,65.62738351999545,-0.0063
2.2,65.22,-0.006065174314831497
2.2,64.86531968653074,-0.0059
2.2,64.35,-0.005652087966837114
2.2,63.98689553088515,-0.0054
2.2,63.480000000000004,-0.005029303317559895
2.2,63.45332988720368,-0.005
2.2,63.15049220528283,-0.0046
2.2,62.9257527269702,-0.0041
2.2,62.85858977038809,-0.0037
2.2,63.086441299659725,-0.0033
2.2,63.48,-0.0029901329280948483
2.2,63.81501639985161,-0.0028
2.2,64.35,-0.0026516176608676065
2.2,65.22,-0.002496187214452698
2.2,66.09,-0.0024060519023612332
2.2,66.18859966409319,-0.0024
2.2,66.96,-0.002361551099844554
2.2,67.83,-0.002337838550909846
2.2,68.7,-0.0023263615650510727
2.2,69.57,-0.0023215990348172274
2.2,70.43,-0.0023199544020657556
2.2,71.3,-0.0023194920316568714
2.2,72.17,-0.002319387467247315
2.2,73.04,-0.002319368995408368
2.2,73.91,-0.0023193668439811734
2.2,74.78,-0.0023193668360905564
2.2,75.65,-0.0023193668360905564
2.2,76.52,-0.0023193668360905564
2.2,77.39,-0.0023193668360905564
2.2,78.26,-0.0023193668360905564
2.2,79.13,-0.0023193668360905564
2.3,79.13,-0.004840638077651102
2.3,78.26,-0.004840637702666802
2.3,77.39,-0.004840635642674146
2.3,76.52,-0.004840626729765985
2.3,75.65,-0.004840596021448656
2.3,74.78,-0.0048405099650094385
2.3,73.91,-0.004840310443982637
2.3,73.04,-0.004839836170696354
2.3,72.17,-0.004838651091434944
2.3,71.3,-0.004835054919485745
2.3,70.43,-0.004823661041238192
2.3,69.57,-0.0047921946973461735
2.3,68.7,-0.0047231763762065095
2.3,67.83,-0.0046043494421366075
2.3,67.80829176879124,-0.0046
2.3,66.96000000000001,-0.004273500002742279
2.3,66.64140324625043,-0.0041
2.3,66.80372251826918,-0.0037
2.3,66.96,-0.0036563225955740008
2.3,67.82999999999998,-0.003508813861151826
2.3,68.7,-0.0034346454390223975
2.3,69.57,-0.0034023000510685466
2.3,70.43,-0.003390440147390661
2.3,71.3,-0.0033868945039492917
2.3,72.17,-0.003386044184676042
2.3,73.04,-0.0033858840763842848
2.3,73.91,-0.003385861797599549
2.3,74.78,-0.003385861765590132
2.3,75.65,-0.003385861758010506
2.3,76.52,-0.0033858617566076966
2.3,77.39,-0.0033858617564211735
2.3,78.26,-0.0033858617564211735
2.3,79.13,-0.0033858617564211735
2.3,79.13,-0.012467493321602812
2.3,78.26000000000002,-0.012413804189914468
2.3,78.15328752918133,-0.012399999999999998
2.3,77.39,-0.012354501047654154
2.3,76.52,-0.01225760177902654
2.3,75.65,-0.012079886411722477
2.3,75.39146468733635,-0.012
2.3,74.78,-0.011740513001714747
2.3,74.40647848786534,-0.0115
2.3,73.99193062614246,-0.0111
2.3,73.91,-0.010804811536363914
2.3,73.88104547048626,-0.0107
2.3,73.85765619295098,-0.010199999999999999
2.3,73.4332316994042,-0.0098
2.3,73.04,-0.009646384572306753
2.3,72.17,-0.009355641296571269
2.3,71.9805592274255,-0.0093
2.3,71.3,-0.009125193915003901
2.3,70.52858916491758,-0.0089
2.3,70.43,-0.008788276948284612
2.3,70.20662653731365,-0.0085
2.3,70.43,-0.008070983663323698
2.3,70.46193836564817,-0.008
2.3,70.80987398562134,-0.0076
2.3,71.20987459765549,-0.0072
2.3,71.3,-0.007116965803216374
2.3,72.17,-0.0067078164120509985
2.3,72.20659773895487,-0.0067
2.3,73.04,-0.006573516782400573
2.3,73.91,-0.006511389857923893
2.3,74.78,-0.0064832579120817635
2.3,75.65,-0.006471711132835237
2.3,76.52,-0.006467648859692159
2.3,77.39,-0.006466469009441074
2.3,78.26,-0.006466194095320518
2.3,79.13,-0.006466143924696051
2.3,76.49065095052268,-0.015
2.3,76.51999999999998,-0.014933476981980248
2.3,76.71767806619305,-0.0146
2.3,77.13552540550698,-0.014100000000000001
2.3,77.39,-0.013924935045292854
2.3,78.09754680708444,-0.0137
2.3,78.25999999999999,-0.013654089322653709
2.3,79.13,-0.01355414208201621
2.4,79.13,-0.011138773717230484
2.4,78.68793048802615,-0.0111
2.4,78.84990054283918,-0.010700000000000001
2.4,79.13,-0.010665642518053901
